type,material_a,material_b,i,j,sample_i,sample_j,mean_distance,max_distance,png
Al_board-wood_board,Al_board,wood_board,4,13,180,200,0.010152372517974483,0.023798534097650984,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_04_id180_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,4,14,180,98,0.009394616686136795,0.021866786192303637,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_04_id180_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,5,0,62,227,0.01396970763194409,0.02821195670443793,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,5,1,62,140,0.01721271203917577,0.034744401128654054,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,5,2,62,224,0.01326694084158998,0.030238171845447172,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,5,3,62,310,0.018589323898493135,0.03650260564150276,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,5,4,62,180,0.01683519887777926,0.03322923080753512,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,5,5,62,62,0.013900303066218936,0.025846303192127388,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,5,6,62,266,0.01500884650415646,0.02978651357419515,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,5,7,62,197,0.014591977506251663,0.030623495706185486,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,5,8,62,165,0.013089057220555849,0.026414297555263287,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,5,9,62,251,0.018532653783646925,0.032363042424683006,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,5,10,62,75,0.010218453650358965,0.024639167476328255,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,5,11,62,48,0.009930619705120035,0.02440472359603625,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,5,12,62,16,0.013280596541988304,0.02597117267573526,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,5,13,62,200,0.016272122818130005,0.030717365576271805,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,5,14,62,98,0.013117420383832786,0.02864868267510953,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_05_id62_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,6,0,266,227,0.013308279529830411,0.024237769223030427,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,6,1,266,140,0.015502585201822907,0.0332036516008733,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,6,2,266,224,0.011902894981100798,0.022674616091514953,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,6,3,266,310,0.017127066204891097,0.03464345160924289,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,6,4,266,180,0.015870542395091503,0.02659310682300294,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,6,5,266,62,0.011944390266882729,0.031196018775012716,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,6,6,266,266,0.01464642510272845,0.02927894023930249,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,6,7,266,197,0.01435301197200255,0.027994391452327957,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,6,8,266,165,0.011148694777243088,0.026956365134416252,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,6,9,266,251,0.017110699903399557,0.029948917014810957,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,6,10,266,75,0.010848236361595123,0.02454737153578262,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,6,11,266,48,0.009438016252879109,0.022387433361722425,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,6,12,266,16,0.012603950851601644,0.026550001963111833,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,6,13,266,200,0.015236227654584579,0.029287643975421572,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,6,14,266,98,0.01189883198412044,0.026045244766581595,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_06_id266_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,7,0,197,227,0.009881713648823268,0.023964193849356906,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,7,1,197,140,0.012794710712674469,0.029367675171887556,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,7,2,197,224,0.011375051385904717,0.022838017265400808,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,7,3,197,310,0.012262034205965134,0.026540738572945373,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,7,4,197,180,0.011621571167666902,0.02612996240607384,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,7,5,197,62,0.010203455057126906,0.02473879401404911,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,7,6,197,266,0.01117534123116252,0.027609108361128818,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,7,7,197,197,0.01025088015177787,0.026212036911767714,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,7,8,197,165,0.010724513290782705,0.02767438007988221,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,7,9,197,251,0.013448064892121973,0.026373139593164202,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,7,10,197,75,0.012322679558033128,0.026721804591364473,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,7,11,197,48,0.011087040673238789,0.024316543073407092,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,7,12,197,16,0.00958542139571705,0.021589563796886625,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,7,13,197,200,0.011236871493574406,0.023116683710208814,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,7,14,197,98,0.01175805232484579,0.02550264567480415,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_07_id197_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,8,0,165,227,0.011878324465187976,0.026373739419739393,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,8,1,165,140,0.014222451338088844,0.02978082647426303,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,8,2,165,224,0.01215032212172623,0.02835307207771137,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,8,3,165,310,0.015307208139275554,0.029809762446851986,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,8,4,165,180,0.014344771112903085,0.031809456017273516,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,8,5,165,62,0.011292032698353417,0.022854245430734485,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,8,6,165,266,0.012321969880475852,0.025236633012529902,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,8,7,165,197,0.012833916132579755,0.03530018401903041,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,8,8,165,165,0.009882825323799782,0.024300711468061325,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,8,9,165,251,0.015461127641406943,0.031110136043787495,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,8,10,165,75,0.009546181008778864,0.020560578956478805,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,8,11,165,48,0.012706720991752941,0.03550750421943452,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,8,12,165,16,0.01310473286755785,0.03131054069533601,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,8,13,165,200,0.015195258445119058,0.03701259393971535,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,8,14,165,98,0.012372674109317944,0.032747710999722186,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_08_id165_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,9,0,251,227,0.011185254900258354,0.02624973741135747,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,9,1,251,140,0.012414542403622313,0.026173649442721374,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,9,2,251,224,0.010489490192854353,0.023773166176399654,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,9,3,251,310,0.013189226563604137,0.027115252637104185,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,9,4,251,180,0.012095311073040849,0.02769253225249598,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,9,5,251,62,0.011241294335306965,0.028029325527017406,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,9,6,251,266,0.011136881966648374,0.02671280953032612,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,9,7,251,197,0.010772547689282428,0.021534856844525014,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,9,8,251,165,0.01137363136077858,0.0285720095801376,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,9,9,251,251,0.013592274950677758,0.029152664186287758,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,9,10,251,75,0.01061266119670682,0.024066091856017557,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,9,11,251,48,0.008411907430958805,0.01878195626139278,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,9,12,251,16,0.010775917263592762,0.02586561388165009,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,9,13,251,200,0.012765707149348346,0.02636916523670806,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,9,14,251,98,0.009248316915616235,0.02230560851901619,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_09_id251_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,10,0,75,227,0.015597225969099689,0.03365860206590124,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,10,1,75,140,0.013906049671865414,0.025200550183781763,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,10,2,75,224,0.015064986903729743,0.03491079060635687,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,10,3,75,310,0.01688841724540237,0.03451241642250899,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,10,4,75,180,0.016301264879282375,0.032613147163710686,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,10,5,75,62,0.01876146574457399,0.034448968569184946,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,10,6,75,266,0.01366628325686729,0.02748349697116624,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,10,7,75,197,0.013387302636555064,0.028086903967225164,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,10,8,75,165,0.016335528864130217,0.03049666405213502,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,10,9,75,251,0.014935952940040647,0.027597162234102312,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,10,10,75,75,0.014687536342266681,0.03388131379963113,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_10_id75.png
