search_idx,search_id,rep,status,elapsed_sec,A_plus,A_minus,tau_plus,tau_minus,tau_pre_M,tau_post_M,A_pre_M,A_post_M,wmin,wmax,eps_w
611,search_611,1,success,17562.764428138733,0.0007,0.0006,11.7,14.0,15.0,13.0,7e-05,7e-05,-1.0,1.0,1e-12
612,search_612,1,success,17534.491511821747,0.0007,0.0006,11.7,14.0,15.0,14.0,7e-05,7e-05,-1.0,1.0,1e-12
613,search_613,1,success,17284.14741706848,0.0007,0.0006,11.7,14.0,15.0,15.0,7e-05,7e-05,-1.0,1.0,1e-12
614,search_614,1,success,17054.17531490326,0.0007,0.0006,11.7,14.0,15.0,16.0,7e-05,7e-05,-1.0,1.0,1e-12
615,search_615,1,success,16495.642786979675,0.0007,0.0006,11.7,14.0,15.0,17.0,7e-05,7e-05,-1.0,1.0,1e-12
616,search_616,1,success,16856.000902175903,0.0007,0.0006,11.7,14.0,16.0,13.0,7e-05,7e-05,-1.0,1.0,1e-12
617,search_617,1,success,14050.101889133453,0.0007,0.0006,11.7,14.0,16.0,14.0,7e-05,7e-05,-1.0,1.0,1e-12
618,search_618,1,success,13693.516381978989,0.0007,0.0006,11.7,14.0,16.0,15.0,7e-05,7e-05,-1.0,1.0,1e-12
619,search_619,1,success,13104.61410498619,0.0007,0.0006,11.7,14.0,16.0,16.0,7e-05,7e-05,-1.0,1.0,1e-12
620,search_620,1,success,12635.38162279129,0.0007,0.0006,11.7,14.0,16.0,17.0,7e-05,7e-05,-1.0,1.0,1e-12
621,search_621,1,success,12866.378265857697,0.0007,0.0006,11.7,14.0,17.0,13.0,7e-05,7e-05,-1.0,1.0,1e-12
622,search_622,1,success,12834.07915520668,0.0007,0.0006,11.7,14.0,17.0,14.0,7e-05,7e-05,-1.0,1.0,1e-12
623,search_623,1,success,12563.36845779419,0.0007,0.0006,11.7,14.0,17.0,15.0,7e-05,7e-05,-1.0,1.0,1e-12
624,search_624,1,success,12280.77029132843,0.0007,0.0006,11.7,14.0,17.0,16.0,7e-05,7e-05,-1.0,1.0,1e-12
625,search_625,1,success,11964.718563079834,0.0007,0.0006,11.7,14.0,17.0,17.0,7e-05,7e-05,-1.0,1.0,1e-12
